2025/11/28 19:20:20 [error] 14609#14609: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: _, request: "HEAD / HTTP/1.1", upstream: "http://127.0.0.1:3000/", host: "localhost"
2025/11/29 02:56:00 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:56:10 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:56:20 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:56:30 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:56:40 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:56:50 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:57:00 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:57:10 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:57:20 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:57:30 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:57:40 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:57:50 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:58:00 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:58:10 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:58:20 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:58:30 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 02:58:40 [error] 52564#52564: *2084 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/df2e6cf3-a513-4f1d-9853-7219feca6ec6"
2025/11/29 03:33:59 [error] 52564#52564: *2443 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 192.168.0.16, server: _, request: "POST /api/realtime/conversations/8ca340db-a955-4b72-ae92-a0ed81529910/events HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations/8ca340db-a955-4b72-ae92-a0ed81529910/events", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/8ca340db-a955-4b72-ae92-a0ed81529910"
2025/11/29 03:34:06 [error] 52564#52564: *2443 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/8ca340db-a955-4b72-ae92-a0ed81529910"
2025/11/29 04:03:48 [error] 52564#52564: *2650 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /mobile-voice HTTP/1.1", upstream: "http://127.0.0.1:3000/mobile-voice", host: "192.168.0.25"
2025/11/29 04:03:48 [error] 52564#52564: *2650 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:3000/favicon.ico", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice"
2025/11/29 04:03:52 [error] 52564#52564: *2650 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /mobile-voice HTTP/1.1", upstream: "http://127.0.0.1:3000/mobile-voice", host: "192.168.0.25"
2025/11/29 04:03:52 [error] 52564#52564: *2650 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:3000/favicon.ico", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice"
2025/11/29 04:49:44 [error] 109247#109247: *379 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c?limit=100 HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c?limit=100", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/11a0777a-4e30-4b96-8853-1cb1a0178e0c"
2025/11/29 04:49:44 [error] 109247#109247: *390 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/11a0777a-4e30-4b96-8853-1cb1a0178e0c"
2025/11/29 04:49:49 [error] 109247#109247: *410 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c/stream?limit=100 HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c/stream?limit=100", host: "192.168.0.25"
2025/11/29 04:49:54 [error] 109247#109247: *391 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/11a0777a-4e30-4b96-8853-1cb1a0178e0c"
2025/11/29 04:49:57 [error] 109247#109247: *391 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c?limit=100 HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c?limit=100", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/11a0777a-4e30-4b96-8853-1cb1a0178e0c"
2025/11/29 04:49:57 [error] 109247#109247: *392 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/11a0777a-4e30-4b96-8853-1cb1a0178e0c"
2025/11/29 04:49:59 [error] 109247#109247: *420 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c/stream?limit=100 HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations/11a0777a-4e30-4b96-8853-1cb1a0178e0c/stream?limit=100", host: "192.168.0.25"
2025/11/29 04:50:07 [error] 109247#109247: *379 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/11a0777a-4e30-4b96-8853-1cb1a0178e0c"
2025/11/29 04:50:17 [error] 109247#109247: *379 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/11a0777a-4e30-4b96-8853-1cb1a0178e0c"
